cross1,cross2,rel
GBPCAD,BUNDESBANK.BBK01_WT5511,-0.871088454086745
GBPCHF,BUNDESBANK.BBK01_WT5511,-0.883208799865146
GBPJPY,BUNDESBANK.BBK01_WT5511,-0.788512924458559
GBPNZD,BUNDESBANK.BBK01_WT5511,-0.874900301052928
GBPUSD,BUNDESBANK.BBK01_WT5511,-0.635525371976325
NZDCAD,BUNDESBANK.BBK01_WT5511,0.199116650069325
NZDCHF,BUNDESBANK.BBK01_WT5511,-0.531360773833488
NZDJPY,BUNDESBANK.BBK01_WT5511,-0.268605196904508
NZDUSD,BUNDESBANK.BBK01_WT5511,0.622968360311988
USDCAD,BUNDESBANK.BBK01_WT5511,-0.539074739264983
USDCHF,BUNDESBANK.BBK01_WT5511,-0.903372251923369
USDHKD,BUNDESBANK.BBK01_WT5511,-0.317067783864251
USDJPY,BUNDESBANK.BBK01_WT5511,-0.710208796729498
DOE.RWTC,BUNDESBANK.BBK01_WT5511,0.510176767287725
LBMA.SILVER,BUNDESBANK.BBK01_WT5511,0.911431010479529
LPPM.PLAT,BUNDESBANK.BBK01_WT5511,0.624840732035531
NASDAQOMX.NDX,BUNDESBANK.BBK01_WT5511,0.482462574300979
NIKKEI.INDEX,BUNDESBANK.BBK01_WT5511,-0.851278150676787
OFDP.COPPER_6,BUNDESBANK.BBK01_WT5511,0.859627592446831
WSJ.CORN_2,BUNDESBANK.BBK01_WT5511,0.732625857918351
YAHOO.INDEX_AORD,BUNDESBANK.BBK01_WT5511,-0.137758479561694
YAHOO.INDEX_FCHI,BUNDESBANK.BBK01_WT5511,-0.559244000594737
YAHOO.INDEX_GDAXI,BUNDESBANK.BBK01_WT5511,0.374145593965471
YAHOO.INDEX_GSPC,BUNDESBANK.BBK01_WT5511,0.236355659299411
YAHOO.INDEX_GSPTSE,BUNDESBANK.BBK01_WT5511,0.328048042118413
YAHOO.INDEX_SSEC,BUNDESBANK.BBK01_WT5511,0.113424188090926
BCB.UDJIAD1,AUDCAD,0.438731721724506
BUNDESBANK.BBK01_WT5511,AUDCAD,0.786757544630967
AUDCHF,AUDCAD,0.0370604668288389
AUDJPY,AUDCAD,0.218009657564969
AUDNZD,AUDCAD,0.276832653135052
AUDUSD,AUDCAD,0.813758396016012
CADCHF,AUDCAD,-0.571562871906391
CADJPY,AUDCAD,-0.394840710838309
CHFJPY,AUDCAD,0.174945474326741
EURAUD,AUDCAD,-0.849819544249164
EURCAD,AUDCAD,-0.427835442008397
EURCHF,AUDCAD,-0.692408841103117
EURGBP,AUDCAD,0.387433924116287
EURJPY,AUDCAD,-0.515292793829986
EURNZD,AUDCAD,-0.691332851676536
EURUSD,AUDCAD,0.0901307634168338
GBPAUD,AUDCAD,-0.796203905959576
GBPCAD,AUDCAD,-0.541771751570048
GBPCHF,AUDCAD,-0.668274009877983
GBPJPY,AUDCAD,-0.534890676240628
GBPNZD,AUDCAD,-0.834238015487123
GBPUSD,AUDCAD,-0.350132580572712
NZDCAD,AUDCAD,0.56879813861739
NZDCHF,AUDCAD,-0.180132476413887
NZDJPY,AUDCAD,0.0313454061938152
NZDUSD,AUDCAD,0.807237824318739
USDCAD,AUDCAD,-0.414853818977293
USDCHF,AUDCAD,-0.799925406901541
USDHKD,AUDCAD,-0.109722195569662
USDJPY,AUDCAD,-0.533487295919084
DOE.RWTC,AUDCAD,0.491804294998716
LBMA.SILVER,AUDCAD,0.763781276102517
LPPM.PLAT,AUDCAD,0.519079568478838
NASDAQOMX.NDX,AUDCAD,0.499788954901389
NIKKEI.INDEX,AUDCAD,-0.635461004327185
OFDP.COPPER_6,AUDCAD,0.652341627790448
WSJ.CORN_2,AUDCAD,0.675405281471311
YAHOO.INDEX_AORD,AUDCAD,-0.0256196394700131
YAHOO.INDEX_FCHI,AUDCAD,-0.36172890776148
YAHOO.INDEX_GDAXI,AUDCAD,0.373762443163822
YAHOO.INDEX_GSPC,AUDCAD,0.356478541824443
YAHOO.INDEX_GSPTSE,AUDCAD,0.390280587074505
YAHOO.INDEX_SSEC,AUDCAD,-0.00497234306982806
BCB.UDJIAD1,AUDCHF,-0.408049631727986
BUNDESBANK.BBK01_WT5511,AUDCHF,-0.135029018997051
AUDCAD,AUDCHF,0.0370604668288389
AUDJPY,AUDCHF,0.218082149870758
AUDNZD,AUDCHF,0.380742181033462
AUDUSD,AUDCHF,0.402813655716609
CADCHF,AUDCHF,0.797358768940236
CADJPY,AUDCHF,0.219030403664543
CHFJPY,AUDCHF,-0.606353663238774
EURAUD,AUDCHF,-0.17854109305477
EURCAD,AUDCHF,-0.257575545703969
EURCHF,AUDCHF,0.554179289068748
EURGBP,AUDCHF,-0.162314275124062
EURJPY,AUDCHF,0.0784818632457948
EURNZD,AUDCHF,0.0240652730763977
EURUSD,AUDCHF,0.409170023014332
GBPAUD,AUDCHF,0.0144481074298046
GBPCAD,AUDCHF,0.0182303527112189
GBPCHF,AUDCHF,0.491230137377997
GBPJPY,AUDCHF,0.154546533149212
GBPNZD,AUDCHF,0.174659996123008
GBPUSD,AUDCHF,0.52369498910777
NZDCAD,AUDCHF,-0.32025127217813
NZDCHF,AUDCHF,0.725452451415662
NZDJPY,AUDCHF,-0.048450345715353
NZDUSD,AUDCHF,0.222003645319444
USDCAD,AUDCHF,-0.61421593309514
USDCHF,AUDCHF,0.35555752551797
USDHKD,AUDCHF,0.475649580494648
USDJPY,AUDCHF,-0.201511469993651
DOE.RWTC,AUDCHF,0.365496031608908
LBMA.SILVER,AUDCHF,0.10409143069019
LPPM.PLAT,AUDCHF,0.37573480894877
NASDAQOMX.NDX,AUDCHF,-0.587318479003911
NIKKEI.INDEX,AUDCHF,-0.870443389899461
OFDP.COPPER_6,AUDCHF,0.848073477586232
WSJ.CORN_2,AUDCHF,0.381650853629882
YAHOO.INDEX_AORD,AUDCHF,0.105836790848609
YAHOO.INDEX_FCHI,AUDCHF,0.151060999799071
YAHOO.INDEX_GDAXI,AUDCHF,-0.475439558560088
YAHOO.INDEX_GSPC,AUDCHF,-0.437410431636448
YAHOO.INDEX_GSPTSE,AUDCHF,-0.0866582229813364
YAHOO.INDEX_SSEC,AUDCHF,-0.0126202393228838
BCB.UDJIAD1,AUDJPY,0.66653964993955
BUNDESBANK.BBK01_WT5511,AUDJPY,-0.0509412399408089
AUDCAD,AUDJPY,0.218009657564969
AUDCHF,AUDJPY,0.218082149870758
AUDNZD,AUDJPY,-0.400132126127067
AUDUSD,AUDJPY,0.215172341941582
CADCHF,AUDJPY,0.0650283141234128
CADJPY,AUDJPY,0.807793009760672
CHFJPY,AUDJPY,0.637479020498325
EURAUD,AUDJPY,-0.259736793244428
EURCAD,AUDJPY,-0.15186642079711
EURCHF,AUDJPY,-0.0109681035724646
EURGBP,AUDJPY,-0.411980725088016
EURJPY,AUDJPY,0.617349894355248
EURNZD,AUDJPY,-0.488851576267012
EURUSD,AUDJPY,0.110245215127965
GBPAUD,AUDJPY,0.0811994776632165
GBPCAD,AUDJPY,0.242141224328019
GBPCHF,AUDJPY,0.202081422912322
GBPJPY,AUDJPY,0.580385989879858
GBPNZD,AUDJPY,-0.0877679831989296
GBPUSD,AUDJPY,0.489591770122004
NZDCAD,AUDJPY,0.504127634100254
NZDCHF,AUDJPY,0.493434881602035
NZDJPY,AUDJPY,0.891264665070935
NZDUSD,AUDJPY,0.544120763437259
USDCAD,AUDJPY,-0.197503336845651
USDCHF,AUDJPY,-0.0930223132935895
USDHKD,AUDJPY,0.25808959567117
USDJPY,AUDJPY,0.517435085692049
DOE.RWTC,AUDJPY,0.355820025380308
LBMA.SILVER,AUDJPY,-0.024934996924111
LPPM.PLAT,AUDJPY,0.241022615103793
NASDAQOMX.NDX,AUDJPY,0.433835774934704
NIKKEI.INDEX,AUDJPY,-0.281680309511408
OFDP.COPPER_6,AUDJPY,-0.538121616691314
WSJ.CORN_2,AUDJPY,0.0194361885678003
YAHOO.INDEX_AORD,AUDJPY,0.859953294166628
YAHOO.INDEX_FCHI,AUDJPY,0.706685213974165
YAHOO.INDEX_GDAXI,AUDJPY,0.602098922043617
YAHOO.INDEX_GSPC,AUDJPY,0.673400399207454
YAHOO.INDEX_GSPTSE,AUDJPY,0.777485342457406
YAHOO.INDEX_SSEC,AUDJPY,0.38674651800484
BCB.UDJIAD1,AUDNZD,-0.47875165552578
BUNDESBANK.BBK01_WT5511,AUDNZD,0.513496075955722
AUDCAD,AUDNZD,0.276832653135052
AUDCHF,AUDNZD,0.380742181033462
AUDJPY,AUDNZD,-0.400132126127067
AUDUSD,AUDNZD,0.589075782720041
CADCHF,AUDNZD,0.133160937218608
CADJPY,AUDNZD,-0.52257763070809
CHFJPY,AUDNZD,-0.620695553469423
EURAUD,AUDNZD,-0.303456269156676
EURCAD,AUDNZD,-0.289194991125339
EURCHF,AUDNZD,-0.0297672972224587
EURGBP,AUDNZD,0.638853283587753
EURJPY,AUDNZD,-0.565614798306394
EURNZD,AUDNZD,0.281061939893531
EURUSD,AUDNZD,0.429397929008492
GBPAUD,AUDNZD,-0.573848720536644
GBPCAD,AUDNZD,-0.660450826053452
GBPCHF,AUDNZD,-0.334773606512952
GBPJPY,AUDNZD,-0.651872816761349
GBPNZD,AUDNZD,-0.21132279371498
GBPUSD,AUDNZD,-0.286580869779517
NZDCAD,AUDNZD,-0.630662131254403
NZDCHF,AUDNZD,-0.357863879391563
NZDJPY,AUDNZD,-0.76929498942067
NZDUSD,AUDNZD,0.0326994476846243
USDCAD,AUDNZD,-0.643136163287002
USDCHF,AUDNZD,-0.29298962533449
USDHKD,AUDNZD,0.0260734997202761
USDJPY,AUDNZD,-0.796100031133516
DOE.RWTC,AUDNZD,0.414411450589582
LBMA.SILVER,AUDNZD,0.633363266780637
LPPM.PLAT,AUDNZD,0.600219591744658
NASDAQOMX.NDX,AUDNZD,-0.370763283619895
NIKKEI.INDEX,AUDNZD,-0.675404250320013
OFDP.COPPER_6,AUDNZD,0.843547043712654
WSJ.CORN_2,AUDNZD,0.529704066516849
YAHOO.INDEX_AORD,AUDNZD,-0.417527760464158
YAHOO.INDEX_FCHI,AUDNZD,-0.571450805400539
YAHOO.INDEX_GDAXI,AUDNZD,-0.393355882815
YAHOO.INDEX_GSPC,AUDNZD,-0.563902131095754
YAHOO.INDEX_GSPTSE,AUDNZD,-0.20048439486059
YAHOO.INDEX_SSEC,AUDNZD,0.0412672125065761
BCB.UDJIAD1,AUDUSD,0.168164236108264
BUNDESBANK.BBK01_WT5511,AUDUSD,0.790841572304065
AUDCAD,AUDUSD,0.813758396016012
AUDCHF,AUDUSD,0.402813655716609
AUDJPY,AUDUSD,0.215172341941582
AUDNZD,AUDUSD,0.589075782720041
CADCHF,AUDUSD,-0.157666341183787
CADJPY,AUDUSD,-0.269330845335726
CHFJPY,AUDUSD,-0.134349785025711
EURAUD,AUDUSD,-0.795597974555189
EURCAD,AUDUSD,-0.538739473746876
EURCHF,AUDUSD,-0.396705840021113
EURGBP,AUDUSD,0.515815516649278
EURJPY,AUDUSD,-0.461223352303897
EURNZD,AUDUSD,-0.456636423307185
EURUSD,AUDUSD,0.462727156432737
GBPAUD,AUDUSD,-0.827909151399151
GBPCAD,AUDUSD,-0.704209763388579
GBPCHF,AUDUSD,-0.520168448135271
GBPJPY,AUDUSD,-0.549315503094017
GBPNZD,AUDUSD,-0.717604124509016
GBPUSD,AUDUSD,-0.162371894347881
NZDCAD,AUDUSD,0.142290509854559
NZDCHF,AUDUSD,-0.0438238074381578
NZDJPY,AUDUSD,-0.131916612514687
NZDUSD,AUDUSD,0.825418873720527
USDCAD,AUDUSD,-0.862755277539261
USDCHF,AUDUSD,-0.706870110722587
USDHKD,AUDUSD,0.0491364075832379
USDJPY,AUDUSD,-0.717636067133859
DOE.RWTC,AUDUSD,0.78599484107851
LBMA.SILVER,AUDUSD,0.876423491860794
LPPM.PLAT,AUDUSD,0.833511541381022
NASDAQOMX.NDX,AUDUSD,0.159503130940951
NIKKEI.INDEX,AUDUSD,-0.918360987336521
OFDP.COPPER_6,AUDUSD,0.908427972168832
WSJ.CORN_2,AUDUSD,0.781637179446027
YAHOO.INDEX_AORD,AUDUSD,0.0272646133521062
YAHOO.INDEX_FCHI,AUDUSD,-0.35032173424601
YAHOO.INDEX_GDAXI,AUDUSD,0.139995473192481
YAHOO.INDEX_GSPC,AUDUSD,0.0554158861760202
YAHOO.INDEX_GSPTSE,AUDUSD,0.356463590793448
YAHOO.INDEX_SSEC,AUDUSD,0.108481449092875
BCB.UDJIAD1,CADCHF,-0.58183767750966
BUNDESBANK.BBK01_WT5511,CADCHF,-0.583335601976198
AUDCAD,CADCHF,-0.571562871906391
AUDCHF,CADCHF,0.797358768940236
AUDJPY,CADCHF,0.0650283141234128
AUDNZD,CADCHF,0.133160937218608
AUDUSD,CADCHF,-0.157666341183787
CADJPY,CADCHF,0.434914953032802
CHFJPY,CADCHF,-0.588202947839035
EURAUD,CADCHF,0.356514033632552
EURCAD,CADCHF,0.0320264053067006
EURCHF,CADCHF,0.865440635722366
EURGBP,CADCHF,-0.381639815849618
EURJPY,CADCHF,0.382427747428222
EURNZD,CADCHF,0.419943546157474
EURUSD,CADCHF,0.27372980292362
GBPAUD,CADCHF,0.495375539815677
GBPCAD,CADCHF,0.34529386124602
GBPCHF,CADCHF,0.810489275891506
GBPJPY,CADCHF,0.461310600526999
GBPNZD,CADCHF,0.644653487091966
GBPUSD,CADCHF,0.649116442830224
NZDCAD,CADCHF,-0.595885963171283
NZDCHF,CADCHF,0.712547804710463
NZDJPY,CADCHF,-0.0407449218021381
NZDUSD,CADCHF,-0.293122654421747
USDCAD,CADCHF,-0.257762511151509
USDCHF,CADCHF,0.772319802018471
USDHKD,CADCHF,0.454494592281072
USDJPY,CADCHF,0.168300556131622
DOE.RWTC,CADCHF,0.00859750273723712
LBMA.SILVER,CADCHF,-0.370432301818364
LPPM.PLAT,CADCHF,-0.00567709816394682
NASDAQOMX.NDX,CADCHF,-0.769813571515952
NIKKEI.INDEX,CADCHF,-0.829043568719065
OFDP.COPPER_6,CADCHF,0.807801463759703
WSJ.CORN_2,CADCHF,-0.0490482933284679
YAHOO.INDEX_AORD,CADCHF,0.120352175022386
YAHOO.INDEX_FCHI,CADCHF,0.359214829575303
YAHOO.INDEX_GDAXI,CADCHF,-0.601255202579276
YAHOO.INDEX_GSPC,CADCHF,-0.5556205064904
YAHOO.INDEX_GSPTSE,CADCHF,-0.288632990313895
YAHOO.INDEX_SSEC,CADCHF,-0.00621050471333073
BCB.UDJIAD1,CADJPY,0.349565486355841
BUNDESBANK.BBK01_WT5511,CADJPY,-0.517311318902313
AUDCAD,CADJPY,-0.394840710838309
AUDCHF,CADJPY,0.219030403664543
AUDJPY,CADJPY,0.807793009760672
AUDNZD,CADJPY,-0.52257763070809
AUDUSD,CADJPY,-0.269330845335726
CADCHF,CADJPY,0.434914953032802
CHFJPY,CADJPY,0.467570490233841
EURAUD,CADJPY,0.247948355642852
EURCAD,CADJPY,0.0836897754709854
EURCHF,CADJPY,0.416484672695525
EURGBP,CADJPY,-0.639256704923742
EURJPY,CADJPY,0.878928093110717
EURNZD,CADJPY,-0.0526796510687152
EURUSD,CADJPY,0.0509312128297396
GBPAUD,CADJPY,0.556231632427923
GBPCAD,CADJPY,0.552974268389349
GBPCHF,CADJPY,0.640333866584719
GBPJPY,CADJPY,0.870947777576528
GBPNZD,CADJPY,0.428102050591501
GBPUSD,CADJPY,0.691737942545237
NZDCAD,CADJPY,0.112723214018412
NZDCHF,CADJPY,0.592285285676342
NZDJPY,CADJPY,0.808232329524982
NZDUSD,CADJPY,0.0323332835398912
USDCAD,CADJPY,0.0376013595436709
USDCHF,CADJPY,0.404567435151814
USDHKD,CADJPY,0.323306319928954
USDJPY,CADJPY,0.795272018434103
DOE.RWTC,CADJPY,0.0468732692797873
LBMA.SILVER,CADJPY,-0.465712621072637
LPPM.PLAT,CADJPY,-0.0757862713941369
NASDAQOMX.NDX,CADJPY,0.088538073879936
NIKKEI.INDEX,CADJPY,0.294647760720216
OFDP.COPPER_6,CADJPY,-0.702391269958944
WSJ.CORN_2,CADJPY,-0.334172742197978
YAHOO.INDEX_AORD,CADJPY,0.826790954147474
YAHOO.INDEX_FCHI,CADJPY,0.888854154526029
YAHOO.INDEX_GDAXI,CADJPY,0.323800475824685
YAHOO.INDEX_GSPC,CADJPY,0.404226011563935
YAHOO.INDEX_GSPTSE,CADJPY,0.493905207503597
YAHOO.INDEX_SSEC,CADJPY,0.370594654258337
BCB.UDJIAD1,CHFJPY,0.882506542049949
BUNDESBANK.BBK01_WT5511,CHFJPY,0.0829021449866502
AUDCAD,CHFJPY,0.174945474326741
AUDCHF,CHFJPY,-0.606353663238774
AUDJPY,CHFJPY,0.637479020498325
AUDNZD,CHFJPY,-0.620695553469423
AUDUSD,CHFJPY,-0.134349785025711
CADCHF,CHFJPY,-0.588202947839035
CADJPY,CHFJPY,0.467570490233841
EURAUD,CHFJPY,-0.118253315594402
EURCAD,CHFJPY,0.0293389259703222
EURCHF,CHFJPY,-0.481539360956612
EURGBP,CHFJPY,-0.230155786888157
EURJPY,CHFJPY,0.403296109177174
EURNZD,CHFJPY,-0.462615512460881
EURUSD,CHFJPY,-0.284395636531971
GBPAUD,CHFJPY,0.0369704888925016
GBPCAD,CHFJPY,0.174153648224482
GBPCHF,CHFJPY,-0.174791546255198
GBPJPY,CHFJPY,0.336885954443052
GBPNZD,CHFJPY,-0.23073356547683
GBPUSD,CHFJPY,-0.0359060493410507
NZDCAD,CHFJPY,0.67948723061713
NZDCHF,CHFJPY,-0.173472542449867
NZDJPY,CHFJPY,0.759262532973059
NZDUSD,CHFJPY,0.271472712931819
USDCAD,CHFJPY,0.334149479857617
USDCHF,CHFJPY,-0.363519267403911
USDHKD,CHFJPY,-0.179165996583502
USDJPY,CHFJPY,0.576582967577157
DOE.RWTC,CHFJPY,-0.020197809824964
LBMA.SILVER,CHFJPY,-0.0897548877963183
LPPM.PLAT,CHFJPY,-0.104720350300428
NASDAQOMX.NDX,CHFJPY,0.843585776061339
NIKKEI.INDEX,CHFJPY,0.925634873009648
OFDP.COPPER_6,CHFJPY,-0.850494104163716
WSJ.CORN_2,CHFJPY,-0.276574084585465
YAHOO.INDEX_AORD,CHFJPY,0.615551513287881
YAHOO.INDEX_FCHI,CHFJPY,0.457002738827006
YAHOO.INDEX_GDAXI,CHFJPY,0.884954015982389
YAHOO.INDEX_GSPC,CHFJPY,0.91253538220202
YAHOO.INDEX_GSPTSE,CHFJPY,0.717016049468674
YAHOO.INDEX_SSEC,CHFJPY,0.333087511032527
BCB.UDJIAD1,EURAUD,-0.474647804275746
BUNDESBANK.BBK01_WT5511,EURAUD,-0.79024162616938
AUDCAD,EURAUD,-0.849819544249164
AUDCHF,EURAUD,-0.17854109305477
AUDJPY,EURAUD,-0.259736793244428
AUDNZD,EURAUD,-0.303456269156676
AUDUSD,EURAUD,-0.795597974555189
CADCHF,EURAUD,0.356514033632552
CADJPY,EURAUD,0.247948355642852
CHFJPY,EURAUD,-0.118253315594402
EURCAD,EURAUD,0.83446859317429
EURCHF,EURAUD,0.715791849797194
EURGBP,EURAUD,-0.233637482535229
EURJPY,EURAUD,0.592406506522629
EURNZD,EURAUD,0.827905163186711
EURUSD,EURAUD,0.152303505029505
GBPAUD,EURAUD,0.798254621632942
GBPCAD,EURAUD,0.639327395317848
GBPCHF,EURAUD,0.602770913587342
GBPJPY,EURAUD,0.505068612644904
GBPNZD,EURAUD,0.827647603739103
GBPUSD,EURAUD,0.388676514947946
NZDCAD,EURAUD,-0.419017967526436
NZDCHF,EURAUD,0.0640346314328134
NZDJPY,EURAUD,-0.0482730647010494
NZDUSD,EURAUD,-0.758770257740825
USDCAD,EURAUD,0.514235885387311
USDCHF,EURAUD,0.673360551183297
USDHKD,EURAUD,0.16124004638896
USDJPY,EURAUD,0.469349490295656
DOE.RWTC,EURAUD,-0.453184540096427
LBMA.SILVER,EURAUD,-0.771991947673322
LPPM.PLAT,EURAUD,-0.514977742832937
NASDAQOMX.NDX,EURAUD,-0.511112947683183
NIKKEI.INDEX,EURAUD,0.492503556061198
OFDP.COPPER_6,EURAUD,-0.668422055542797
WSJ.CORN_2,EURAUD,-0.630914322780494
YAHOO.INDEX_AORD,EURAUD,-0.0707064163044378
YAHOO.INDEX_FCHI,EURAUD,0.242990331329129
YAHOO.INDEX_GDAXI,EURAUD,-0.422185213867317
YAHOO.INDEX_GSPC,EURAUD,-0.393477228782688
YAHOO.INDEX_GSPTSE,EURAUD,-0.448039540527706
YAHOO.INDEX_SSEC,EURAUD,-0.0245415533561831
BCB.UDJIAD1,EURCAD,-0.321125289605484
BUNDESBANK.BBK01_WT5511,EURCAD,-0.583679492528592
AUDCAD,EURCAD,-0.427835442008397
AUDCHF,EURCAD,-0.257575545703969
AUDJPY,EURCAD,-0.15186642079711
AUDNZD,EURCAD,-0.289194991125339
AUDUSD,EURCAD,-0.538739473746876
CADCHF,EURCAD,0.0320264053067006
CADJPY,EURCAD,0.0836897754709854
CHFJPY,EURCAD,0.0293389259703222
EURAUD,EURCAD,0.83446859317429
EURCHF,EURCAD,0.527183400715548
EURGBP,EURCAD,-0.0473989980531479
EURJPY,EURCAD,0.545893990580346
EURNZD,EURCAD,0.672186445300466
EURUSD,EURCAD,0.354565863155313
GBPAUD,EURCAD,0.574495201846044
GBPCAD,EURCAD,0.581487511084551
GBPCHF,EURCAD,0.376652853955793
GBPJPY,EURCAD,0.374686067575486
GBPNZD,EURCAD,0.565074465346648
GBPUSD,EURCAD,0.350201866708154
NZDCAD,EURCAD,-0.0858535648111718
NZDCHF,EURCAD,-0.0262751859317241
NZDJPY,EURCAD,0.0243908840258553
NZDUSD,EURCAD,-0.447196390792316
USDCAD,EURCAD,0.465194265281692
USDCHF,EURCAD,0.343957393937738
USDHKD,EURCAD,0.195788574768344
USDJPY,EURCAD,0.314544953668597
DOE.RWTC,EURCAD,-0.27027986015337
LBMA.SILVER,EURCAD,-0.576594891544575
LPPM.PLAT,EURCAD,-0.344435667432498
NASDAQOMX.NDX,EURCAD,-0.331768680484617
NIKKEI.INDEX,EURCAD,0.165687673710125
OFDP.COPPER_6,EURCAD,-0.519459220474784
WSJ.CORN_2,EURCAD,-0.499235927384183
YAHOO.INDEX_AORD,EURCAD,-0.0802804106872387
YAHOO.INDEX_FCHI,EURCAD,0.110838400493985
YAHOO.INDEX_GDAXI,EURCAD,-0.300399149291184
YAHOO.INDEX_GSPC,EURCAD,-0.259579679700673
YAHOO.INDEX_GSPTSE,EURCAD,-0.311003019211898
YAHOO.INDEX_SSEC,EURCAD,-0.0167173305907957
BCB.UDJIAD1,EURCHF,-0.651765081995758
BUNDESBANK.BBK01_WT5511,EURCHF,-0.785493851185663
AUDCAD,EURCHF,-0.692408841103117
AUDCHF,EURCHF,0.554179289068748
AUDJPY,EURCHF,-0.0109681035724646
AUDNZD,EURCHF,-0.0297672972224587
AUDUSD,EURCHF,-0.396705840021113
CADCHF,EURCHF,0.865440635722366
CADJPY,EURCHF,0.416484672695525
CHFJPY,EURCHF,-0.481539360956612
EURAUD,EURCHF,0.715791849797194
EURCAD,EURCHF,0.527183400715548
EURGBP,EURCHF,-0.352789052331903
EURJPY,EURCHF,0.602661607954086
EURNZD,EURCHF,0.689560852513551
EURUSD,EURCHF,0.415288631437379
GBPAUD,EURCHF,0.708365345054881
GBPCAD,EURCHF,0.588261641947023
GBPCHF,EURCHF,0.879374481521289
GBPJPY,EURCHF,0.584645666044402
GBPNZD,EURCHF,0.831119786321462
GBPUSD,EURCHF,0.735519585988197
NZDCAD,EURCHF,-0.544415250261482
NZDCHF,EURCHF,0.59589505060938
NZDJPY,EURCHF,-0.0161031554508778
NZDUSD,EURCHF,-0.466091157794768
USDCAD,EURCHF,0.00904702058609223
USDCHF,EURCHF,0.825464969936929
USDHKD,EURCHF,0.495798332901291
USDJPY,EURCHF,0.301811101328955
DOE.RWTC,EURCHF,-0.122101154203844
LBMA.SILVER,EURCHF,-0.597733600042605
LPPM.PLAT,EURCHF,-0.170508460380195
